"#","[VAR_NAME]","[VAR_VALUE]"
">","STITCH_COUNT:","3039"
">","THREAD_COUNT:","0"
">","NEEDLE_COUNT:","0"
">","EXTENTS_LEFT:","-374.8146481424097"
">","EXTENTS_TOP:","-208.5408743297658"
">","EXTENTS_RIGHT:","374.8146481424097"
">","EXTENTS_BOTTOM:","208.54087432976578"
">","EXTENTS_WIDTH:","749.6292962848194"
">","EXTENTS_HEIGHT:","417.0817486595316"
">","COMMAND_JUMP","4"
">","COMMAND_STITCH","3034"
">","COMMAND_END","1"

"#","[METADATA_NAME]","[METADATA]"
"@","name","BN"

"#","[THREAD_NUMBER]","[HEX_COLOR]","[DESCRIPTION]","[BRAND]","[CATALOG_NUMBER]","[DETAILS]","[WEIGHT]"
"$","0","#000000","Black","Anchor","403","None","None"

"#","[STITCH_INDEX]","[STITCH_TYPE]","[X]","[Y]"
"*","1993","STITCH","172.3821118222176","181.86128781745518"
"*","1994","STITCH","164.8821118222176","191.90826910305324"
"*","1995","STITCH","164.8821118222176","141.4551256697675"
"*","1996","STITCH","164.8821118222176","131.45634140140837"
"*","1997","STITCH","157.38211182221772","127.87787493775696"
"*","1998","STITCH","157.38211182221772","153.95512566976763"
"*","1999","STITCH","157.38211182221772","201.9552503886512"
"*","2000","STITCH","149.88211182221772","206.08670849669872"
"*","2001","STITCH","149.88211182221772","166.45512566976745"
"*","2002","STITCH","149.88211182221772","124.89856778339717"
"*","2003","STITCH","142.3821118222176","122.44460630682298"
"*","2004","STITCH","142.3821118222176","128.9551256697675"
"*","2005","STITCH","142.3821118222176","178.9551256697675"
"*","2006","STITCH","142.3821118222176","201.47603326015278"
"*","2007","STITCH","134.88211182221772","197.03339590435556"
"*","2008","STITCH","134.88211182221772","191.4551256697675"
"*","2009","STITCH","134.88211182221772","141.4551256697675"
"*","2010","STITCH","134.88211182221772","120.46972457631486"
"*","2011","STITCH","127.38211182221767","118.94678570709684"
"*","2012","STITCH","127.38211182221767","153.95512566976763"
"*","2013","STITCH","127.38211182221767","193.1590095430008"
"*","2014","STITCH","119.88211182221767","189.80699759957017"
"*","2015","STITCH","119.88211182221767","166.45512566976745"
"*","2016","STITCH","119.88211182221767","117.93957299416056"
"*","2017","STITCH","112.38211182221761","117.42086757482846"
"*","2018","STITCH","112.38211182221761","128.9551256697675"
"*","2019","STITCH","112.38211182221761","178.9551256697675"
"*","2020","STITCH","112.38211182221761","186.94608271212795"
"*","2021","STITCH","104.88211182221761","184.5567430219127"
"*","2022","STITCH","104.88211182221761","141.4551256697675"
"*","2023","STITCH","104.88211182221761","117.16949027164682"
"*","2024","STITCH","98.88160712214693","117.04726365551247"
"*","2025","STITCH","95.49265504890775","106.98801066158259"
"*","2026","STITCH","89.94312209595807","96.64152614084097"
"*","2027","STITCH","89.95324806904694","79.92619135591801"
"*","2028","STITCH","92.96936849283571","63.488403794301774"
"*","2029","STITCH","103.35199522219386","53.55729148612315"
"*","2030","STITCH","104.86309679612401","52.94304295519541"
"*","2031","STITCH","104.88211182221761","41.45512566976757"
"*","2032","STITCH","104.88211182221761","33.482079655209645"
"*","2033","STITCH","98.86800712056026","35.14015409968417"
"*","2034","STITCH","98.80688706412718","30.636944760299144"
"*","2035","STITCH","78.26248203469481","18.56132590255001"
"*","2036","STITCH","67.24355360832959","1.5448540748755022"
"*","2037","STITCH","75.31159953324851","-21.24680898349115"
"*","2038","STITCH","88.77306119226569","-41.25567869095042"
"*","2039","STITCH","87.48009109180822","-65.28703064332655"
"*","2040","STITCH","87.05022345245897","-89.3271946466226"
"*","2041","STITCH","89.55641233104268","-113.2303991789417"
"*","2042","STITCH","91.7199427984732","-134.55979328404237"
"*","2043","STITCH","106.64568953710665","-142.05854642611553"
"*","2044","STITCH","120.95916243091904","-134.06386181034168"
"*","2045","STITCH","120.00825520346189","-119.35026222236789"
"*","2046","STITCH","119.88211182221767","-133.54487433023246"
"*","2047","STITCH","119.88211182221767","-183.54487433023243"
"*","2048","STITCH","119.88211182221767","-202.08514199212215"
"*","2049","STITCH","112.38211182221761","-204.64674705410943"
"*","2050","STITCH","112.38211182221761","-171.04487433023246"
"*","2051","STITCH","112.38211182221761","-127.25556860234693"
"*","2052","STITCH","104.88211182221761","-133.11771929608395"
"*","2053","STITCH","104.88211182221761","-158.54487433023246"
"*","2054","STITCH","104.88211182221761","-206.17923996463134"
"*","2055","STITCH","97.38211182221767","-206.91743940624582"
"*","2056","STITCH","97.38211182221767","-196.04487433023246"
"*","2057","STITCH","97.38211182221767","-146.04487433023246"
"*","2058","STITCH","97.38211182221767","-96.04487433023246"
"*","2059","STITCH","97.38211182221767","-46.04487433023246"
"*","2060","STITCH","97.38211182221767","3.9551256697675115"
"*","2061","STITCH","97.38211182221767","53.95512566976751"
"*","2062","STITCH","97.38211182221767","103.95512566976751"
"*","2063","STITCH","97.38211182221767","153.95512566976745"
"*","2064","STITCH","97.38211182221767","182.62947314580688"
"*","2065","STITCH","89.90448862758501","181.16795186707995"
"*","2066","STITCH","89.88211182221761","166.45512566976745"
"*","2067","STITCH","89.88211182221761","116.45512566976751"
"*","2068","STITCH","89.88211182221761","66.45512566976745"
"*","2069","STITCH","89.88211182221761","16.455125669767455"
"*","2070","STITCH","89.88211182221761","-33.54487433023252"
"*","2071","STITCH","89.88211182221761","-83.5448743302325"
"*","2072","STITCH","89.88211182221761","-133.54487433023246"
"*","2073","STITCH","89.88211182221761","-183.54487433023246"
"*","2074","STITCH","89.88211182221761","-207.1798417998225"
"*","2075","STITCH","82.38211182221761","-206.9623351095236"
"*","2076","STITCH","82.38211182221761","-171.04487433023246"
"*","2077","STITCH","82.38211182221761","-121.04487433023246"
"*","2078","STITCH","82.38211182221761","-71.04487433023246"
"*","2079","STITCH","82.38211182221761","-21.04487433023246"
"*","2080","STITCH","82.38211182221761","28.95512566976751"
"*","2081","STITCH","82.38211182221761","78.95512566976751"
"*","2082","STITCH","82.38211182221761","128.95512566976745"
"*","2083","STITCH","82.38211182221761","178.9551256697674"
"*","2084","STITCH","82.38211182221761","180.17048145859243"
"*","2085","STITCH","66.18394575878989","166.4215316385877"
"*","2086","STITCH","44.99194573963052","167.94248616876078"
"*","2087","STITCH","27.537850313547608","179.91107261323017"
"*","2088","STITCH","8.979749945179549","183.20472495648997"
"*","2089","STITCH","7.38211182221761","183.11344169756282"
"*","2090","STITCH","7.38211182221761","197.68536673847964"
"*","2091","STITCH","14.88211182221761","194.62087169399413"
"*","2092","STITCH","14.88211182221761","191.4551256697675"
"*","2093","STITCH","14.88211182221761","168.19894539604283"
"*","2094","STITCH","22.382111822217553","157.69318628648384"
"*","2095","STITCH","22.382111822217553","178.9551256697675"
"*","2096","STITCH","22.382111822217553","191.459101264164"
"*","2097","STITCH","29.862865447165063","188.4698939305741"
"*","2098","STITCH","29.88211182221761","166.45512566976745"
"*","2099","STITCH","29.88211182221761","149.32590930845507"
"*","2100","STITCH","37.38211182221761","142.52128400965628"
"*","2101","STITCH","37.38211182221761","153.95512566976757"
"*","2102","STITCH","37.38211182221761","185.69706303311855"
"*","2103","STITCH","44.88211182221755","183.36357431124938"
"*","2104","STITCH","44.88211182221755","141.4551256697675"
"*","2105","STITCH","44.88211182221755","136.90128988773822"
"*","2106","STITCH","52.38211182221761","132.20389299163608"
"*","2107","STITCH","52.38211182221761","178.9551256697675"
"*","2108","STITCH","52.38211182221761","181.53475862568857"
"*","2109","STITCH","59.85890553695947","180.27211633732227"
"*","2110","STITCH","59.88211182221761","166.45512566976745"
"*","2111","STITCH","59.88211182221761","128.24132462548906"
"*","2112","STITCH","67.38211182221767","124.93113155191563"
"*","2113","STITCH","67.38211182221767","153.95512566976763"
"*","2114","STITCH","67.38211182221767","179.63229494302763"
"*","2115","STITCH","74.88211182221767","179.62373040152468"
"*","2116","STITCH","74.88211182221767","141.4551256697675"
"*","2117","STITCH","74.88211182221767","121.83102366565637"
"*","2118","STITCH","79.47470485800858","120.41656404859745"
"*","2119","STITCH","79.47470485800858","99.09000891466664"
"*","2120","STITCH","79.47470485800858","77.76345466268029"
"*","2121","STITCH","79.47470485800858","56.4369017336106"
"*","2122","STITCH","79.47470485800858","35.11035409620749"
"*","2123","STITCH","64.25776927271471","26.09109251713855"
"*","2124","STITCH","46.69817940751619","26.028065948827077"
"*","2125","STITCH","29.88211182221761","30.673133545477043"
"*","2126","STITCH","29.88211182221761","16.45512566976754"
"*","2127","STITCH","29.88211182221761","-10.389485079019636"
"*","2128","STITCH","37.38211182221761","-22.427797118982966"
"*","2129","STITCH","37.38211182221761","3.9551256697675115"
"*","2130","STITCH","37.38211182221761","43.63584651429616"
"*","2131","STITCH","44.88211182221755","50.44382246196122"
"*","2132","STITCH","44.88211182221755","41.45512566976757"
"*","2133","STITCH","44.88211182221755","-8.544874330232403"
"*","2134","STITCH","44.88211182221755","-29.220719250647903"
"*","2135","STITCH","52.38211182221761","-33.38591400690325"
"*","2136","STITCH","52.38211182221761","-21.04487433023246"
"*","2137","STITCH","52.38211182221761","28.95512566976754"
"*","2138","STITCH","52.38211182221761","53.46784778849698"
"*","2139","STITCH","59.88211182221761","42.87466376101062"
"*","2140","STITCH","59.88211182221761","16.45512566976754"
"*","2141","STITCH","59.88211182221761","-33.54487433023243"
"*","2142","STITCH","59.88211182221761","-35.57854632934516"
"*","2143","STITCH","67.38211182221767","-36.57208429380398"
"*","2144","STITCH","67.38211182221767","3.9551256697675115"
"*","2145","STITCH","67.38211182221767","32.52187669831014"
"*","2146","STITCH","74.86421494364049","32.48001214334039"
"*","2147","STITCH","74.88211182221767","-8.544874330232403"
"*","2148","STITCH","74.88211182221767","-37.337981502301886"
"*","2149","STITCH","79.47440485797364","-37.69235439744085"
"*","2150","STITCH","79.47440485797364","-58.608419483481185"
"*","2151","STITCH","79.47440485797364","-79.52448390806319"
"*","2152","STITCH","79.47440485797364","-100.44054745070073"
"*","2153","STITCH","79.47440485797364","-121.3566096704216"
"*","2154","STITCH","79.47440485797364","-142.27266659847584"
"*","2155","STITCH","74.9061954766359","-141.82223534935812"
"*","2156","STITCH","74.88211182221767","-158.54487433023246"
"*","2157","STITCH","74.88211182221767","-206.2680039814598"
"*","2158","STITCH","67.38211182221767","-204.66813865106596"
"*","2159","STITCH","67.38211182221767","-196.04487433023246"
"*","2160","STITCH","67.38211182221767","-146.04487433023246"
"*","2161","STITCH","67.38211182221767","-140.88409740267923"
"*","2162","STITCH","59.88211182221761","-139.07703520902146"
"*","2163","STITCH","59.88211182221761","-183.54487433023246"
"*","2164","STITCH","59.88211182221761","-201.87072897213372"
"*","2165","STITCH","52.38211182221761","-198.00168524793565"
"*","2166","STITCH","52.38211182221761","-171.04487433023246"
"*","2167","STITCH","52.38211182221761","-136.22784230818604"
"*","2168","STITCH","44.88211182221755","-131.9467415056623"
"*","2169","STITCH","44.88211182221755","-158.54487433023246"
"*","2170","STITCH","44.88211182221755","-192.49707556197154"
"*","2171","STITCH","37.38211182221761","-185.51410088321143"
"*","2172","STITCH","37.38211182221761","-146.04487433023246"
"*","2173","STITCH","37.38211182221761","-126.13724839455605"
"*","2174","STITCH","29.89471714273259","-118.46020923015334"
"*","2175","STITCH","29.88211182221761","-133.54487433023246"
"*","2176","STITCH","29.88211182221761","-176.68815191698624"
"*","2177","STITCH","22.382111822217553","-165.46599344910618"
"*","2178","STITCH","22.382111822217553","-121.04487433023246"
"*","2179","STITCH","22.382111822217553","-100.33637595271749"
"*","2180","STITCH","11.813342567118127","-114.77586358815098"
"*","2181","STITCH","11.641331859902891","-132.66910397979757"
"*","2182","STITCH","14.88211182221761","-150.13500809414458"
"*","2183","STITCH","14.88211182221761","-108.54487433023245"
"*","2184","STITCH","14.88211182221761","-106.3289984356325"
"*","2185","STITCH","10.79346862646338","-119.40435162582145"
"*","2186","STITCH","20.63539840789707","-122.7189419067465"
"*","2187","STITCH","30.222059164965344","-143.105529687326"
"*","2188","STITCH","48.743516429211525","-161.96106321183316"
"*","2189","STITCH","66.2864419835114","-171.01692867718072"
"*","2190","STITCH","106.54311264070361","-175.08715599372184"
"*","2191","STITCH","73.87528701815376","-175.24063087795207"
"*","2192","STITCH","64.2487049072194","-172.77460993023712"
"*","2193","STITCH","85.50807137893048","-179.54142869429165"
"*","2194","STITCH","107.91846156969507","-177.28695451028534"
"*","2195","STITCH","111.97440485797404","-165.95984002021493"
"*","2196","STITCH","128.88294405731386","-156.001105443375"
"*","2197","STITCH","112.79903285765141","-172.3616600272894"
"*","2198","STITCH","138.11468400131793","-148.89196224069673"
"*","2199","STITCH","162.3730980473144","-114.06867916075852"
"*","2200","STITCH","168.96357722182864","-98.09380105658687"
"*","2201","STITCH","185.00581832267534","-65.39447991626463"
"*","2202","STITCH","200.5320176316157","-32.46624968658253"
"*","2203","STITCH","215.8874128801154","0.5406925389275727"
"*","2204","STITCH","201.34009001684223","-33.29982222771511"
"*","2205","STITCH","185.02784905994707","-66.32068911205334"
"*","2206","STITCH","170.89512794486035","-99.21820403302061"
"*","2207","STITCH","189.9549285943272","-61.78006966309127"
"*","2208","STITCH","207.95424635229205","-23.618761926674438"
"*","2209","STITCH","224.3605613301042","15.220529050508077"
"*","2210","STITCH","242.12418654534775","53.31270415254582"
"*","2211","STITCH","263.0643474685434","89.43126011980169"
"*","2212","STITCH","280.3499323767815","126.55618032032444"
"*","2213","STITCH","267.7807551181673","97.65608146325482"
"*","2214","STITCH","282.8499323767815","127.12442445595823"
"*","2215","STITCH","282.8499323767815","135.87767848689683"
"*","2216","STITCH","264.29938318507806","101.50609122001069"
"*","2217","STITCH","246.97726990462849","66.50549953538606"
"*","2218","STITCH","229.4233296862904","31.80777950831063"
"*","2219","STITCH","225.8991767295126","15.901830158437974"
"*","2220","STITCH","247.93547499853088","58.626851329369885"
"*","2221","STITCH","272.2962635084587","100.06177542795055"
"*","2222","STITCH","285.3499323767815","126.52943541897363"
"*","2223","STITCH","285.3499323767815","144.53772145521148"
"*","2224","STITCH","264.84082644664414","108.16652059328302"
"*","2225","STITCH","246.28864705681866","70.77075493738172"
"*","2226","STITCH","227.4853286386272","33.72342653587066"
"*","2227","STITCH","208.5654737487012","-9.271167388835153"
"*","2228","STITCH","188.75508023844458","-51.85427928375995"
"*","2229","STITCH","168.1080403167968","-94.03807675765496"
"*","2230","STITCH","145.25934832524337","-135.07012634949035"
"*","2231","STITCH","118.07114740982911","-160.0714680615618"
"*","2232","STITCH","109.47440485797404","-164.42331736133195"
"*","2233","STITCH","110.20944888493335","-176.2893712952557"
"*","2234","STITCH","134.3450660525495","-157.28385192666386"
"*","2235","STITCH","160.22789570605386","-121.98478613165187"
"*","2236","STITCH","181.9393225706454","-83.98390447991231"
"*","2237","STITCH","201.96894503135962","-45.07587564595789"
"*","2238","STITCH","218.95923332027866","-4.762552545234058"
"*","2239","STITCH","237.85408532931757","34.691344580553164"
"*","2240","STITCH","259.0977754752635","72.93082630748071"
"*","2241","STITCH","281.4355351763117","110.53653523971983"
"*","2242","STITCH","287.8499323767816","126.76003337279761"
"*","2243","STITCH","287.8499323767816","152.51264431314192"
"*","2244","STITCH","265.29827286435096","114.42648474360314"
"*","2245","STITCH","245.512469336067","74.85794678626073"
"*","2246","STITCH","225.54732759096402","35.639073563430685"
"*","2247","STITCH","206.62057659083183","-7.524893455975018"
"*","2248","STITCH","186.74367329517094","-50.25097038753589"
"*","2249","STITCH","166.04271222336655","-92.58392518837657"
"*","2250","STITCH","143.1228435404076","-133.7567779744463"
"*","2251","STITCH","116.48661812756524","-158.07151514663607"
"*","2252","STITCH","106.97440485797398","-162.88679470244898"
"*","2253","STITCH","106.97440485797398","-172.61755858634027"
"*","2254","STITCH","81.24951421739257","-170.08105168447568"
