"#","[VAR_NAME]","[VAR_VALUE]"
">","STITCH_COUNT:","3039"
">","THREAD_COUNT:","0"
">","NEEDLE_COUNT:","0"
">","EXTENTS_LEFT:","-374.8146481424097"
">","EXTENTS_TOP:","-208.5408743297658"
">","EXTENTS_RIGHT:","374.8146481424097"
">","EXTENTS_BOTTOM:","208.54087432976578"
">","EXTENTS_WIDTH:","749.6292962848194"
">","EXTENTS_HEIGHT:","417.0817486595316"
">","COMMAND_JUMP","4"
">","COMMAND_STITCH","3034"
">","COMMAND_END","1"

"#","[METADATA_NAME]","[METADATA]"
"@","name","BN"

"#","[THREAD_NUMBER]","[HEX_COLOR]","[DESCRIPTION]","[BRAND]","[CATALOG_NUMBER]","[DETAILS]","[WEIGHT]"
"$","0","#000000","Black","Anchor","403","None","None"

"#","[STITCH_INDEX]","[STITCH_TYPE]","[X]","[Y]"
"*","2276","STITCH","104.47440485797392","-161.350272043566"
"*","2277","STITCH","104.47440485797392","-169.85893204198896"
"*","2278","STITCH","76.16786500845564","-167.06787124801446"
"*","2279","STITCH","48.15387131280056","-163.5462787511272"
"*","2280","STITCH","70.76467039057002","-182.06648050296587"
"*","2281","STITCH","105.46431228095054","-183.22968166481607"
"*","2282","STITCH","131.49292123324477","-167.76607488467636"
"*","2283","STITCH","160.6135510031483","-130.4813027047378"
"*","2284","STITCH","184.61164775284527","-89.72352485020495"
"*","2285","STITCH","206.30147036209434","-47.69871517472305"
"*","2286","STITCH","224.73307421265378","-4.161215680209295"
"*","2287","STITCH","245.3384126320497","38.38759807938325"
"*","2288","STITCH","268.76283817730194","79.450235583784"
"*","2289","STITCH","292.8499323767816","120.12532240425114"
"*","2290","STITCH","292.8499323767816","167.37228541002182"
"*","2291","STITCH","265.94667674565386","126.43778033473538"
"*","2292","STITCH","243.833936246953","82.77571837891773"
"*","2293","STITCH","221.67132549563752","39.47036761855074"
"*","2294","STITCH","202.73088417956257","-4.032126543145154"
"*","2295","STITCH","182.72093583697614","-47.04418830975558"
"*","2296","STITCH","161.9121191426055","-89.67549786260743"
"*","2297","STITCH","138.84987678276894","-131.13002257305033"
"*","2298","STITCH","113.28361423094196","-154.08879314761575"
"*","2299","STITCH","101.97440485797392","-159.81374938468304"
"*","2300","STITCH","101.97440485797392","-167.10030549763763"
"*","2301","STITCH","71.22524613594436","-164.0683993793695"
"*","2302","STITCH","41.185226027738395","-157.94766111519132"
"*","2303","STITCH","64.70534722085421","-181.99924933744538"
"*","2304","STITCH","90.64410257200916","-187.14314536385552"
"*","2305","STITCH","117.75640321321714","-181.04644878089883"
"*","2306","STITCH","143.47913335492507","-158.09450173560276"
"*","2307","STITCH","170.3750139804293","-120.1922491555759"
"*","2308","STITCH","192.64713913175314","-79.40626044558806"
"*","2309","STITCH","213.05943231227099","-37.66225511136034"
"*","2310","STITCH","231.73081966570493","4.86524013615923"
"*","2311","STITCH","252.5718576888092","46.36877174638548"
"*","2312","STITCH","275.88382259020074","86.53181212673721"
"*","2313","STITCH","295.3499323767816","123.55632956281246"
"*","2314","STITCH","295.3499323767816","148.80504561230194"
"*","2315","STITCH","295.3499323767816","174.05375637012477"
"*","2316","STITCH","272.64505912644444","143.13010378533735"
"*","2317","STITCH","254.29859550671114","109.4616651669792"
"*","2318","STITCH","237.27882077493103","75.11007278247624"
"*","2319","STITCH","219.73332444797433","41.386014646110766"
"*","2320","STITCH","200.78608825653083","-2.285635002571979"
"*","2321","STITCH","180.709604819831","-45.44071620774676"
"*","2322","STITCH","159.8468537419398","-88.22122291952316"
"*","2323","STITCH","136.7134145316425","-129.81661592799418"
"*","2324","STITCH","111.66116170957162","-152.10803776251652"
"*","2325","STITCH","99.47440485797387","-158.27722672580006"
"*","2326","STITCH","99.47440485797387","-164.34167895328633"
"*","2327","STITCH","66.39909659301202","-160.93782057089425"
"*","2328","STITCH","34.78598818855244","-151.63843629574382"
"*","2329","STITCH","57.59723338188337","-180.31475443896653"
"*","2330","STITCH","81.42331398046383","-189.42717146082686"
"*","2331","STITCH","113.99868961975017","-185.54862234670236"
"*","2332","STITCH","139.92802824783365","-166.17037345286207"
"*","2333","STITCH","168.79748650384585","-127.15435148308454"
"*","2334","STITCH","192.70067141148553","-84.92086380555916"
"*","2335","STITCH","214.22964560756583","-41.43530135713712"
"*","2336","STITCH","233.62222561301706","3.0196342537869043"
"*","2337","STITCH","255.41143675356574","46.34623955264286"
"*","2338","STITCH","279.8151448997224","88.25086752420466"
"*","2339","STITCH","297.84993237678174","122.90345458537556"
"*","2340","STITCH","297.84993237678174","151.58935833946126"
"*","2341","STITCH","297.84993237678174","180.27525680188026"
"*","2342","STITCH","273.28179431267716","148.8319017491876"
"*","2343","STITCH","253.80526194938403","114.03785727030768"
"*","2344","STITCH","236.07680379966456","78.33121973667735"
"*","2345","STITCH","217.79532340031113","43.30166167367082"
"*","2346","STITCH","198.84132541640014","-0.5390723491826179"
"*","2347","STITCH","178.69829861486147","-43.83719077112585"
"*","2348","STITCH","157.7816088301641","-86.76690765611897"
"*","2349","STITCH","134.5769661831912","-128.50319023665537"
"*","2350","STITCH","110.02126550240502","-150.13611273279437"
"*","2351","STITCH","96.97440485797387","-156.7407040669171"
"*","2352","STITCH","96.97440485797387","-161.58305240893503"
"*","2353","STITCH","61.441326037067256","-157.52970155058233"
"*","2354","STITCH","28.63317476961862","-144.12111148600704"
"*","2355","STITCH","49.72092364411145","-176.62994877975132"
"*","2356","STITCH","73.53336604841064","-190.81427353523418"
"*","2357","STITCH","111.06011251932506","-189.393325547271"
"*","2358","STITCH","137.6308016624876","-172.2328168688947"
"*","2359","STITCH","165.20976818669823","-137.13453556671183"
"*","2360","STITCH","188.30525029282302","-98.94580265153164"
"*","2361","STITCH","208.1414014990417","-58.97125843543418"
"*","2362","STITCH","226.509804109458","-18.302519087224823"
"*","2363","STITCH","245.52667615636534","22.033513590809946"
"*","2364","STITCH","266.775337410248","61.23913412447993"
"*","2365","STITCH","289.4823570561426","99.61321101780092"
"*","2366","STITCH","300.34993237678174","122.55595623557579"
"*","2367","STITCH","300.34993237678174","154.17944564956835"
"*","2368","STITCH","300.34993237678174","185.80292977189427"
"*","2369","STITCH","273.7373498183294","154.18900976949416"
"*","2370","STITCH","253.2461592128871","118.35759034284811"
"*","2371","STITCH","234.81755734648476","81.43597700475524"
"*","2372","STITCH","215.85732235264794","45.21730870123088"
"*","2373","STITCH","196.89659533561513","1.2075607215301716"
"*","2374","STITCH","176.68701697940133","-42.2336125215123"
"*","2375","STITCH","155.71638420749372","-85.31255246555311"
"*","2376","STITCH","132.4405316028492","-127.1897456833854"
"*","2377","STITCH","108.36045358284423","-148.1747756702921"
"*","2378","STITCH","94.47440485797381","-155.20418140803412"
"*","2379","STITCH","92.22220064533519","-158.60235566768444"
"*","2380","STITCH","56.256317354981775","-153.66571875963737"
"*","2381","STITCH","24.397879104221886","-137.01132102384298"
"*","2382","STITCH","39.624540397403905","-168.84802098586331"
"*","2383","STITCH","64.38120197846047","-190.19677595752768"
"*","2384","STITCH","95.2457958570563","-194.48515318601494"
"*","2385","STITCH","123.43532003528759","-186.4321977931656"
"*","2386","STITCH","151.0316107725876","-160.7768511129651"
"*","2387","STITCH","175.59216478747913","-125.9337413437869"
"*","2388","STITCH","196.3689582701382","-88.72208787830517"
"*","2389","STITCH","216.93774051001907","-51.657585284333294"
"*","2390","STITCH","232.92943466258026","-10.282006672021595"
"*","2391","STITCH","251.9163647595604","29.284319084782425"
"*","2392","STITCH","273.34060967103386","67.58503639416588"
"*","2393","STITCH","295.77410409124724","105.30065776614683"
"*","2394","STITCH","302.84993237678174","122.43696687671789"
"*","2395","STITCH","302.84993237678174","156.7792894977038"
"*","2396","STITCH","302.84993237678174","191.12160682702304"
"*","2397","STITCH","274.31315720728884","159.3442310664182"
"*","2398","STITCH","252.65160509280776","122.60965932271549"
"*","2399","STITCH","233.54153770560418","84.50662202643574"
"*","2400","STITCH","213.91932130498475","47.132955728790904"
"*","2401","STITCH","194.9518976949842","2.9542635234528234"
"*","2402","STITCH","174.67575967405668","-40.62998197349137"
"*","2403","STITCH","153.65117967681243","-83.85815773573297"
"*","2404","STITCH","130.30411065783272","-125.87628245009435"
"*","2405","STITCH","106.67426767492594","-146.22628344672736"
"*","2406","STITCH","91.97440485797375","-153.66765874915114"
"*","2407","STITCH","88.81996461222889","-155.75476750413483"
"*","2408","STITCH","51.97507990096983","-149.6372475711886"
"*","2409","STITCH","20.851065226234425","-129.77400376452385"
"*","2410","STITCH","30.07642487358919","-158.73129989761696"
"*","2411","STITCH","54.483514093108795","-187.3042799544092"
"*","2412","STITCH","80.09364068313909","-196.8531951449643"
"*","2413","STITCH","115.25271550937327","-193.19985226512637"
"*","2414","STITCH","142.389948792844","-174.54182960664954"
"*","2415","STITCH","166.43649958874954","-144.35584325011376"
"*","2416","STITCH","186.9544593982195","-111.68233159213518"
"*","2417","STITCH","204.66703580964685","-77.41424736328486"
"*","2418","STITCH","221.3463884391919","-51.221477010301356"
"*","2419","STITCH","227.4491213891734","-47.566027412181256"
"*","2420","STITCH","219.35218563960285","-48.77080614583724"
"*","2421","STITCH","236.71375938829902","-8.020288275692394"
"*","2422","STITCH","256.0085407351192","31.848885148423022"
"*","2423","STITCH","277.89673045635203","70.35451498052814"
"*","2424","STITCH","300.5386048226845","108.42046871723701"
"*","2425","STITCH","305.34993237678185","122.82055443898977"
"*","2426","STITCH","305.34993237678185","159.24989317819436"
"*","2427","STITCH","305.34993237678185","195.6792266257323"
"*","2428","STITCH","276.03770109827377","166.12874097842902"
"*","2429","STITCH","255.37470932660352","133.1929185674546"
"*","2430","STITCH","237.69564014880558","98.57564726950451"
"*","2431","STITCH","220.52671841515433","63.70364009059304"
"*","2432","STITCH","210.3785986629046","48.40475499499027"
"*","2433","STITCH","191.8778811713782","41.48815549154335"
"*","2434","STITCH","210.66089809356464","45.64816832406822"
"*","2435","STITCH","191.7767909599384","2.0561602988383925"
"*","2436","STITCH","171.74169554790086","-41.009955945373235"
"*","2437","STITCH","150.92530464061423","-83.70390402168238"
"*","2438","STITCH","127.73519548236891","-125.15532441925275"
"*","2439","STITCH","104.45537791071013","-144.547456958763"
"*","2440","STITCH","89.47440485797375","-152.13113609026817"
"*","2441","STITCH","51.425030331977666","-146.68695228047235"
"*","2442","STITCH","24.04774813046498","-126.89303234063854"
"*","2443","STITCH","18.13438052745306","-122.67401249740477"
"*","2444","STITCH","24.826734589996306","-154.04434199899396"
"*","2445","STITCH","48.26784606920961","-185.528995896782"
"*","2446","STITCH","74.03906886951","-198.59903949305573"
"*","2447","STITCH","112.86683961432306","-196.6803516799468"
"*","2448","STITCH","141.3792136125747","-179.09471572708867"
"*","2449","STITCH","167.17089159254868","-147.60031945759548"
"*","2450","STITCH","188.94655439664353","-113.22752738624429"
"*","2451","STITCH","207.59699197328843","-77.07402368668085"
"*","2452","STITCH","223.5975517671937","-52.669005605900026"
"*","2453","STITCH","233.5441145802469","-47.92288813603233"
"*","2454","STITCH","232.2563410068919","-39.26817039229459"
"*","2455","STITCH","252.3298577438233","1.6231367096085876"
"*","2456","STITCH","272.9954377746412","42.01157361060106"
"*","2457","STITCH","295.94273011260856","81.13235946544083"
"*","2458","STITCH","296.1144874316779","42.04520552346307"
"*","2459","STITCH","296.18968083431326","2.9577478625505194"
"*","2460","STITCH","296.1697301390919","-36.12965421512584"
"*","2461","STITCH","265.0023011976129","-32.87329215965872"
"*","2462","STITCH","235.66114750079356","-38.34361019768747"
"*","2463","STITCH","267.0258635878236","-35.43527363155539"
"*","2464","STITCH","298.66823969010505","-39.0503798856999"
"*","2465","STITCH","298.6902231785181","4.01967061314474"
"*","2466","STITCH","298.5923453567984","47.08961418430138"
"*","2467","STITCH","298.4030887282482","90.15912071108565"
"*","2468","STITCH","273.91249517276634","48.61321803159669"
"*","2469","STITCH","251.57791558394325","5.870032308901216"
"*","2470","STITCH","231.77287788890413","-38.06973031609479"
"*","2471","STITCH","235.09705281177554","-41.37301158383255"
"*","2472","STITCH","268.21522002079763","-37.97216935770308"
"*","2473","STITCH","301.1667492411182","-41.971105556273955"
"*","2474","STITCH","301.1907654593602","5.081469223608309"
"*","2475","STITCH","301.07020384653885","52.13389435345019"
"*","2476","STITCH","300.8634473438879","99.18588195673047"
"*","2477","STITCH","280.42666989484013","64.82717947847456"
"*","2478","STITCH","260.7214579226099","30.043751540658832"
"*","2479","STITCH","243.22552243203944","-5.900153996826106"
"*","2480","STITCH","227.2680043318365","-42.53793019071321"
"*","2481","STITCH","265.83499671936994","-40.40172280360065"
"*","2482","STITCH","303.6652587921313","-44.891831226847984"
"*","2483","STITCH","303.68479550352225","-6.615506269699836"
"*","2484","STITCH","303.66019107524727","31.660814883399695"
"*","2485","STITCH","303.49199850576116","69.93673168869535"
"*","2486","STITCH","303.32380595952765","108.2126432023754"
"*","2487","STITCH","281.12723700649286","70.89534547298459"
"*","2488","STITCH","259.5966632583264","33.18987238752783"
"*","2489","STITCH","240.50366525912062","-5.80462917051554"
"*","2490","STITCH","223.31009498571967","-45.65436816827523"
"*","2491","STITCH","253.22518277302953","-44.568374305543216"
"*","2492","STITCH","278.78918159781193","-45.39426278536743"
"*","2493","STITCH","303.9401301706386","-49.7512192378106"
"*","2494","STITCH","303.9401301706386","-87.22676299011383"
"*","2495","STITCH","303.9401301706386","-124.70230541950039"
"*","2496","STITCH","302.56772621214697","-162.1381569240674"
"*","2497","STITCH","291.46862268991305","-167.56073791180404"
"*","2498","STITCH","287.54493864002524","-163.77279011655799"
"*","2499","STITCH","298.43413788333424","-161.8988959468628"
"*","2500","STITCH","281.5258594857925","-161.43685328030958"
"*","2501","STITCH","291.0685267441823","-170.64940070833654"
"*","2502","STITCH","306.2846837559967","-163.4105826005644"
"*","2503","STITCH","291.6129549952705","-158.9998867927165"
"*","2504","STITCH","276.1111869458318","-159.6844141652983"
"*","2505","STITCH","290.66843079845154","-173.73806350486905"
"*","2506","STITCH","313.3113122467874","-163.57054617120957"
"*","2507","STITCH","292.96608124112237","-156.57402422109755"
"*","2508","STITCH","271.07561231504366","-158.29795841463925"
"*","2509","STITCH","290.26833485272067","-176.82672630140158"
"*","2510","STITCH","320.1710230202564","-164.30088737766465"
"*","2511","STITCH","294.0231328803031","-154.13102421486184"
"*","2512","STITCH","266.32011547484916","-157.18189142002856"
"*","2513","STITCH","289.8682389069899","-179.91538909793408"
"*","2514","STITCH","326.39284115159165","-165.7011386698001"
"*","2515","STITCH","295.1823222448473","-151.69393615970495"
"*","2516","STITCH","263.80272062948774","-155.4659959787508"
"*","2517","STITCH","261.8527399681745","-156.343978465395"
"*","2518","STITCH","289.46814296125916","-183.0040518944666"
"*","2519","STITCH","326.44547180845103","-168.21177641990644"
"*","2520","STITCH","333.23713824081545","-167.42454596908595"
"*","2521","STITCH","298.17084824583713","-149.36273404104088"
"*","2522","STITCH","264.847997205726","-152.39210524979836"
"*","2523","STITCH","257.74358546075524","-155.85189418276647"
"*","2524","STITCH","289.0680470155284","-186.09271469099912"
"*","2525","STITCH","313.0784895671632","-174.15899356631314"
"*","2526","STITCH","339.3280276724532","-169.48952737878088"
"*","2527","STITCH","309.25213379179576","-151.18491197672967"
"*","2528","STITCH","290.36453762921366","-146.40670357653238"
"*","2529","STITCH","259.25435923211245","-152.05037687091507"
"*","2530","STITCH","253.90890218954706","-155.62478605541588"
"*","2531","STITCH","288.66795106979754","-189.18137748753165"
"*","2532","STITCH","315.79040579167753","-175.90755946099512"
"*","2533","STITCH","345.5089191053458","-171.98622011375036"
"*","2534","STITCH","316.636839528307","-151.34568408039775"
"*","2535","STITCH","292.5978268912981","-144.031786732115"
"*","2536","STITCH","259.8698593616014","-148.95962342977424"
"*","2537","STITCH","250.11006283023522","-155.43228185267134"
"*","2538","STITCH","269.20150031348754","-173.86326854866462"
"*","2539","STITCH","288.2929339896952","-192.2942515693146"
"*","2540","STITCH","318.57491729879433","-177.63257758415116"
"*","2541","STITCH","351.7705623694681","-175.2708447418651"
"*","2542","STITCH","321.47820065005914","-150.81186781562678"
"*","2543","STITCH","293.4829569695607","-141.57883553640522"
"*","2544","STITCH","268.25250992956063","-143.49975891257532"
"*","2545","STITCH","246.31122347092327","-155.23977764992682"
"*","2546","STITCH","267.11959659082567","-175.3283041673576"
"*","2547","STITCH","287.9279659036836","-195.41682700944511"
"*","2548","STITCH","321.49290114607953","-179.3985812398513"
"*","2549","STITCH","354.8585229407932","-178.56519777232222"
"*","2550","STITCH","358.06634653026293","-179.4942055323599"
"*","2551","STITCH","335.2825118540807","-156.35954022589988"
"*","2552","STITCH","306.4401301706387","-142.16578182539786"
"*","2553","STITCH","282.800712675866","-138.77384753545124"
"*","2554","STITCH","252.00272821509628","-147.6594362300964"
"*","2555","STITCH","244.08172312398796","-153.81278181548524"
"*","2556","STITCH","233.12675231747284","-143.90385634056585"
"*","2557","STITCH","260.3832829744021","-172.29994493797392"
"*","2558","STITCH","287.56299781767194","-198.53940244957562"
"*","2559","STITCH","324.212453347751","-181.32788196621817"
"*","2560","STITCH","355.6244591917503","-181.38974768124288"
"*","2561","STITCH","363.7560912476592","-184.03559763959566"
"*","2562","STITCH","339.7227741087153","-156.63684232974467"
"*","2563","STITCH","307.84993237678185","-140.01993031629956"
"*","2564","STITCH","307.84993237678185","-91.52111579992402"
"*","2565","STITCH","307.84993237678185","-43.0223017245207"
"*","2566","STITCH","307.84993237678185","5.476511821716002"
"*","2567","STITCH","307.84993237678185","53.97532470649432"
"*","2568","STITCH","307.84993237678185","102.47413670932823"
"*","2569","STITCH","307.84993237678185","150.97294738924543"
"*","2570","STITCH","307.84993237678185","199.47175277749594"
"*","2571","STITCH","280.9282225993614","176.48440391965804"
"*","2572","STITCH","253.74565569664873","135.38864158180158"
"*","2573","STITCH","231.40842244612128","91.4998932033005"
"*","2574","STITCH","208.9025050604941","50.50596018537644"
"*","2575","STITCH","184.8538717009913","42.08221832275578"
"*","2576","STITCH","159.83097094597514","37.580348755261156"
"*","2577","STITCH","160.0314768941584","26.332135680966047"
"*","2578","STITCH","194.57261828609688","31.842653714975825"
"*","2579","STITCH","173.9468188547807","-12.50229895528733"
"*","2580","STITCH","153.07803189980058","-56.730097340809635"
"*","2581","STITCH","131.12404265855213","-100.42834498065994"
"*","2582","STITCH","109.08552990341832","-130.18521228931115"
"*","2583","STITCH","99.13100715124358","-136.03446587068584"
"*","2584","STITCH","98.54021851902331","-93.2427867760404"
"*","2585","STITCH","98.38501650278391","-50.447830802160354"
"*","2586","STITCH","98.48536841775416","-7.65271241624248"
"*","2587","STITCH","98.86800712056026","35.14015409968417"
"*","2588","STITCH","108.07410819460523","32.60205380357246"
"*","2589","STITCH","132.58929872482662","27.55543952574652"
"*","2590","STITCH","157.5318739887594","26.287578803592083"
"*","2591","STITCH","154.15451323752046","28.727772539159076"
"*","2592","STITCH","124.8676177502507","31.261442435787757"
"*","2593","STITCH","96.41216375694643","38.41049587323192"
"*","2594","STITCH","95.98875063557267","-6.207432967350428"
"*","2595","STITCH","95.88635147175495","-50.827035525237335"
"*","2596","STITCH","96.04819523733505","-95.44645743746115"
"*","2597","STITCH","96.71480846173591","-140.05967022445665"
"*","2598","STITCH","120.22143039339124","-122.53517913931316"
"*","2599","STITCH","142.21266524684148","-84.29400358751451"
"*","2600","STITCH","161.68921581538694","-44.749208099046115"
"*","2601","STITCH","180.3162588258911","-4.797952968330975"
"*","2602","STITCH","198.5946882379638","35.29403236724892"
"*","2603","STITCH","163.5115145938699","29.078570787827033"
"*","2604","STITCH","128.15178669988052","33.25735369003141"
"*","2605","STITCH","93.95632039333259","41.68083764677968"
"*","2606","STITCH","93.49213564937685","-4.760961169111056"
"*","2607","STITCH","93.3877050721415","-51.2047495795708"
"*","2608","STITCH","93.55616547702488","-97.6483419790527"
"*","2609","STITCH","94.29860977222819","-144.08487457822747"
"*","2610","STITCH","120.59510612826051","-125.90224184015153"
"*","2611","STITCH","144.0300742014512","-86.2360380549747"
"*","2612","STITCH","164.37151506028823","-44.95067758617887"
"*","2613","STITCH","183.80296494021712","-3.230056323035228"
"*","2614","STITCH","202.61675818983082","38.74541101952201"
"*","2615","STITCH","165.41286159195323","31.729836265834365"
"*","2616","STITCH","127.79589601583876","35.83596118356817"
"*","2617","STITCH","91.50047702971875","44.951179420327435"
"*","2618","STITCH","90.99552068887493","-3.3144784137229806"
"*","2619","STITCH","90.8890586456966","-51.582456236609545"
"*","2620","STITCH","91.06413570329903","-99.85022282199688"
"*","2621","STITCH","91.88241108272047","-148.1100789319983"
"*","2622","STITCH","120.97245921979686","-129.26510760561146"
"*","2623","STITCH","145.84669362820358","-88.17962624330168"
"*","2624","STITCH","167.05330550365596","-45.15319253179999"
"*","2625","STITCH","187.28942299135412","-1.6626928979668776"
"*","2626","STITCH","206.63882814169773","42.19678967179513"
"*","2627","STITCH","167.13679080031994","34.36765588484187"
"*","2628","STITCH","127.13673394437018","38.910216946358844"
"*","2629","STITCH","89.47470485800875","48.10295158327236"
"*","2630","STITCH","96.38490074267531","48.67981046341359"
"*","2631","STITCH","90.81574516033811","51.501919147485324"
"*","2632","STITCH","91.2440947348743","101.14331766554633"
"*","2633","STITCH","94.50303234482612","140.72643555829492"
"*","2634","STITCH","97.5536932081053","149.52695648116136"
"*","2635","STITCH","121.89871322889053","151.00215418716206"
"*","2636","STITCH","143.47985325164512","162.0698032654606"
"*","2637","STITCH","124.35270038548828","151.47382885785484"
"*","2638","STITCH","148.48873610290792","159.5391218688181"
"*","2639","STITCH","144.2441011930078","165.22522420267987"
"*","2640","STITCH","120.9082700864256","155.46638275993487"
"*","2641","STITCH","97.87892165220586","147.06846803460647"
"*","2642","STITCH","125.90465306423351","149.2434944079367"
"*","2643","STITCH","152.2229618129375","158.71596799797888"
"*","2644","STITCH","145.00834913437058","168.38064513989914"
"*","2645","STITCH","115.65461208733473","156.47303642233808"
"*","2646","STITCH","84.70348915037624","150.23321431013053"
"*","2647","STITCH","104.35578721043282","144.66447380936214"
"*","2648","STITCH","131.12177806955458","147.8365852539309"
"*","2649","STITCH","155.9571875229671","157.89281412713976"
"*","2650","STITCH","145.72584721208767","171.59869207780523"
"*","2651","STITCH","110.80305274149907","157.6169924886369"
"*","2652","STITCH","73.77235482842781","152.0464208597335"
"*","2653","STITCH","103.05663871135982","142.13749236160876"
"*","2654","STITCH","132.5086363320687","145.6311380847031"
"*","2655","STITCH","159.56600606684475","157.23765538315521"
"*","2656","STITCH","146.42194317410923","174.8454092364935"
"*","2657","STITCH","106.14059501989772","159.02940502670785"
"*","2658","STITCH","63.38505311957715","154.78640701548304"
"*","2659","STITCH","95.80910742409128","140.22158507454608"
"*","2660","STITCH","131.17295486371268","142.68009485133123"
"*","2661","STITCH","163.165054098256","156.59558519329053"
"*","2662","STITCH","147.1180391361308","178.0921263951818"
"*","2663","STITCH","101.7146425395913","160.52779575524508"
"*","2664","STITCH","56.57548265119027","158.01238769560572"
"*","2665","STITCH","53.56229739688854","158.43464499276027"
"*","2666","STITCH","90.29861209042753","140.66466759937632"
"*","2667","STITCH","103.91243861293896","137.15388731047605"
"*","2668","STITCH","136.94142880661065","141.69036221815966"
"*","2669","STITCH","166.7461572610561","155.97755390464047"
"*","2670","STITCH","147.81413509815224","181.33884355387008"
"*","2671","STITCH","115.13265038658284","166.76284850969873"
"*","2672","STITCH","80.0616194923499","159.8357293247104"
"*","2673","STITCH","44.68573198300868","162.78758304161667"
"*","2674","STITCH","78.27915561692504","142.0680863994872"
"*","2675","STITCH","102.3313137067322","134.62116217551707"
"*","2676","STITCH","138.19019456901998","139.4457849324651"
"*","2677","STITCH","170.2784066640591","155.42496699071202"
"*","2678","STITCH","148.47357125301113","184.63467009875794"
"*","2679","STITCH","113.10548488780967","168.76140722628563"
"*","2680","STITCH","74.96267491497673","162.10978399041377"
"*","2681","STITCH","36.95763268935343","167.5016683627712"
"*","2682","STITCH","66.43128129203859","144.5499954054487"
"*","2683","STITCH","100.81144534409913","132.08968479894028"
"*","2684","STITCH","139.46814988513103","137.20947884640182"
"*","2685","STITCH","173.8106560670621","154.87238007678363"
"*","2686","STITCH","149.10211203607963","187.97188400660437"
"*","2687","STITCH","111.35309932722396","170.84310861919064"
"*","2688","STITCH","70.45384604079891","164.47948084844805"
"*","2689","STITCH","30.17998993361772","172.3325408308929"
"*","2690","STITCH","56.861714112198115","147.0583954143224"
"*","2691","STITCH","96.58307770848609","129.50303694629756"
"*","2692","STITCH","139.44172477670367","134.60356139194064"
"*","2693","STITCH","176.41198958713113","153.65635827962402"
"*","2694","STITCH","177.3429054700651","154.31979316285518"
"*","2695","STITCH","149.73065281914802","191.30909791445086"
"*","2696","STITCH","110.01200791497848","173.04925904018884"
"*","2697","STITCH","66.77147936349121","167.14711567600207"
"*","2698","STITCH","24.71151096980924","177.0514304338267"
"*","2699","STITCH","47.53203196401114","150.4560515038108"
"*","2700","STITCH","85.943193370085","131.52942627903397"
"*","2701","STITCH","100.12403656652674","127.0746455294761"
"*","2702","STITCH","143.14706810303977","133.09652186039685"
"*","2703","STITCH","180.87515487306808","153.76720624892673"
"*","2704","STITCH","165.61717265490535","174.20676115584266"
"*","2705","STITCH","150.35919360221652","194.6463118222974"
"*","2706","STITCH","110.07879964572794","175.68140552634313"
"*","2707","STITCH","66.04060828860253","169.68240117353926"
"*","2708","STITCH","23.329819068020015","180.23892839767163"
"*","2709","STITCH","21.74759855183015","176.435520632665"
"*","2710","STITCH","46.30929148834247","148.2527026479623"
"*","2711","STITCH","85.09627438942113","129.17328919782105"
"*","2712","STITCH","89.47470485800875","127.8643560739076"
"*","2713","STITCH","97.81870145481201","124.52716867491787"
"*","2714","STITCH","143.73410502150767","130.65034330695212"
"*","2715","STITCH","182.87236727735439","152.12064606558826"
"*","2716","STITCH","183.87704739548923","152.8366504319105"
"*","2717","STITCH","190.00512883799655","144.8635137944934"
"*","2718","STITCH","170.5811616025223","171.73621952050243"
"*","2719","STITCH","150.9877343852849","197.983525730144"
"*","2720","STITCH","109.24911668254248","178.04229747405904"
"*","2721","STITCH","64.4711778511321","172.25528888526443"
"*","2722","STITCH","19.40554646331202","184.57471686352332"
"*","2723","STITCH","18.97497187480144","176.2794314854647"
"*","2724","STITCH","43.66725427792073","147.08931516176895"
"*","2725","STITCH","82.90324332455299","127.2195727347167"
"*","2726","STITCH","86.97470485800869","126.00240806758003"
"*","2727","STITCH","86.97470485800869","77.30532101405757"
"*","2728","STITCH","88.784761329947","29.07462246067948"
"*","2729","STITCH","66.00488203655499","-3.604866828500917"
"*","2730","STITCH","61.198926688046924","-0.14672531890843743"
"*","2731","STITCH","64.14352792297683","1.3380944802086674"
"*","2732","STITCH","56.373779652244195","4.562165253502258"
"*","2733","STITCH","65.55344364153933","-6.066979169458307"
"*","2734","STITCH","68.4961395211617","-6.455030381915151"
"*","2735","STITCH","68.53768779055719","3.563275966431945"
"*","2736","STITCH","53.22132552538551","8.57696894786875"
"*","2737","STITCH","61.07979419760318","-6.941187822967578"
"*","2738","STITCH","70.98739700576834","-9.305193935329328"
"*","2739","STITCH","71.04610328475263","6.299291592882923"
"*","2740","STITCH","51.45488105163264","13.237838194972966"
"*","2741","STITCH","55.82885615352268","-5.489441969284741"
"*","2742","STITCH","70.56269791149083","-11.77083236885494"
"*","2743","STITCH","73.47865449037499","-12.155357488743533"
"*","2744","STITCH","73.55451877894808","9.035307219333902"
"*","2745","STITCH","56.8823448118668","12.47119709501834"
"*","2746","STITCH","49.364934171961124","18.396390975630624"
"*","2747","STITCH","51.15717327499834","-2.830716331793468"
"*","2748","STITCH","64.20181962173854","-13.454220568270784"
"*","2749","STITCH","75.97037409293961","-14.855068059708458"
"*","2750","STITCH","76.05804545081196","11.770882576877426"
